Nquad,Fitness,Fitness2,Month,season,Age.stage,T.length,D.holdfast,N.stipe,D.stipe,Maturity,Rep.prev,Wave.exp,Density,Gall.prev,Temp,Sal,ph
12,Shapely,0,Feb,summer,Recruit,22,0.2,6,0.1,Immature,0.0303030303,Exposed,33,0.1212121212,18.5,34.2,8.3
12,Shapely,0,Feb,summer,Juvenile,101,6.3,15,0.4,Immature,0.0303030303,Exposed,33,0.1212121212,18.5,34.2,8.3
12,Shapely,0,Feb,summer,Recruit,23,2,10,0.1,Immature,0.0303030303,Exposed,33,0.1212121212,18.5,34.2,8.3
12,Shapely,0,Feb,summer,Recruit,17,0.5,4,0.1,Immature,0.0303030303,Exposed,33,0.1212121212,18.5,34.2,8.3
12,Shapely,0,Feb,summer,Recruit,43,0.9,15,0.1,Immature,0.0303030303,Exposed,33,0.1212121212,18.5,34.2,8.3
12,Shapely,0,Feb,summer,Recruit,6.5,0.2,3,0.1,Immature,0.0303030303,Exposed,33,0.1212121212,18.5,34.2,8.3
12,Shapely,0,Feb,summer,Recruit,9,0.6,1,0.1,Immature,0.0303030303,Exposed,33,0.1212121212,18.5,34.2,8.3
12,Shapely,0,Feb,summer,Recruit,12,0.7,2,0.1,Immature,0.0303030303,Exposed,33,0.1212121212,18.5,34.2,8.3
12,Shapely,0,Feb,summer,Recruit,6,0.4,6,0.1,Immature,0.0303030303,Exposed,33,0.1212121212,18.5,34.2,8.3
12,Shapely,0,Feb,summer,Recruit,12,0.6,5,0.1,Immature,0.0303030303,Exposed,33,0.1212121212,18.5,34.2,8.3
13,Malformed,1,Feb,summer,Adult,220,9,5,1,Fertile,0.3,Exposed,10,0.7,18.5,34.2,8.3
13,Malformed,1,Feb,summer,Adult,310,14,13,1.3,Fertile,0.3,Exposed,10,0.7,18.5,34.2,8.3
13,Malformed,1,Feb,summer,Adult,61,6.5,3,0.5,Immature,0.3,Exposed,10,0.7,18.5,34.2,8.3
13,Malformed,1,Feb,summer,Adult,150,12,18,1,Fertile,0.3,Exposed,10,0.7,18.5,34.2,8.3
13,Malformed,1,Feb,summer,Adult,210,10.5,7,1.3,Immature,0.3,Exposed,10,0.7,18.5,34.2,8.3
13,Malformed,1,Feb,summer,Adult,150,4.5,6,0.9,Immature,0.3,Exposed,10,0.7,18.5,34.2,8.3
13,Malformed,1,Feb,summer,Adult,89,4,5,0.7,Immature,0.3,Exposed,10,0.7,18.5,34.2,8.3
13,Shapely,0,Feb,summer,Recruit,11,0.1,6,0.1,Immature,0.3,Exposed,10,0.7,18.5,34.2,8.3
13,Shapely,0,Feb,summer,Juvenile,100,6,14,1.2,Immature,0.3,Exposed,10,0.7,18.5,34.2,8.3
13,Shapely,0,Feb,summer,Juvenile,101,4.2,10,0.9,Immature,0.3,Exposed,10,0.7,18.5,34.2,8.3
1,Malformed,1,Jan,summer,Adult,104,11,7,0.8,Immature,0,Semi-exposed,6,0.8333333333,17.6,33,7.98
1,Malformed,1,Jan,summer,Adult,139,8,25,0.6,Immature,0,Semi-exposed,6,0.8333333333,17.6,33,7.98
1,Malformed,1,Jan,summer,Adult,150,6,9,0.6,Immature,0,Semi-exposed,6,0.8333333333,17.6,33,7.98
1,Malformed,1,Jan,summer,Adult,144,6,1,0.5,Immature,0,Semi-exposed,6,0.8333333333,17.6,33,7.98
1,Malformed,1,Jan,summer,Adult,150,7,11,0.5,Immature,0,Semi-exposed,6,0.8333333333,17.6,33,7.98
1,Shapely,0,Jan,summer,Recruit,29,2.5,6,0.2,Immature,0,Semi-exposed,6,0.8333333333,17.6,33,7.98
2,Malformed,1,Jan,summer,Adult,91,13.3,41,0.6,Immature,0.1666666667,Semi-exposed,6,0.8333333333,17.6,33,7.98
2,Malformed,1,Jan,summer,Adult,112,8,28,0.7,Immature,0.1666666667,Semi-exposed,6,0.8333333333,17.6,33,7.98
2,Malformed,1,Jan,summer,Juvenile,97,6,10,0.5,Fertile,0.1666666667,Semi-exposed,6,0.8333333333,17.6,33,7.98
2,Malformed,1,Jan,summer,Juvenile,96,6,11,0.5,Immature,0.1666666667,Semi-exposed,6,0.8333333333,17.6,33,7.98
2,Malformed,1,Jan,summer,Adult,114,9.8,15,0.7,Immature,0.1666666667,Semi-exposed,6,0.8333333333,17.6,33,7.98
2,Shapely,0,Jan,summer,Recruit,26,1.2,8,0.1,Immature,0.1666666667,Semi-exposed,6,0.8333333333,17.6,33,7.98
3,Malformed,1,Jan,summer,Adult,150,12,35,0.5,Fertile,1,Semi-exposed,1,1,17.6,33,7.98
5,Malformed,1,Jan,summer,Adult,41,7,12,1,Immature,0,Exposed,5,1,17.6,33,7.98
5,Malformed,1,Jan,summer,Adult,300,8,6,0.8,Immature,0,Exposed,5,1,17.6,33,7.98
5,Malformed,1,Jan,summer,Adult,160,9,11,1,Immature,0,Exposed,5,1,17.6,33,7.98
5,Malformed,1,Jan,summer,Juvenile,55,3,8,0.3,Immature,0,Exposed,5,1,17.6,33,7.98
5,Malformed,1,Jan,summer,Adult,128,6,20,1,Immature,0,Exposed,5,1,17.6,33,7.98
6,Malformed,1,Jan,summer,Adult,150,13,6,1,Immature,0,Exposed,3,1,17.6,33,7.98
6,Malformed,1,Jan,summer,Adult,78,6,13,1.4,Immature,0,Exposed,3,1,17.6,33,7.98
6,Malformed,1,Jan,summer,Adult,150,7.5,12,1.5,Immature,0,Exposed,3,1,17.6,33,7.98
7,Malformed,1,Jan,summer,Juvenile,80,4,11,0.6,Immature,0.25,Exposed,4,1,17.6,33,7.98
7,Malformed,1,Jan,summer,Adult,210,13,4,1,Fertile,0.25,Exposed,4,1,17.6,33,7.98
7,Malformed,1,Jan,summer,Adult,160,15,6,1,Immature,0.25,Exposed,4,1,17.6,33,7.98
7,Malformed,1,Jan,summer,Adult,150,9,13,0.6,Immature,0.25,Exposed,4,1,17.6,33,7.98
8,Malformed,1,Jan,summer,Juvenile,72,3,8,0.3,Immature,0,Exposed,5,0.8,17.6,33,7.98
8,Malformed,1,Jan,summer,Juvenile,90,5,4,0.6,Immature,0,Exposed,5,0.8,17.6,33,7.98
8,Malformed,1,Jan,summer,Adult,270,13,13,1.2,Immature,0,Exposed,5,0.8,17.6,33,7.98
8,Malformed,1,Jan,summer,Adult,120,12,15,1.2,Immature,0,Exposed,5,0.8,17.6,33,7.98
8,Shapely,0,Jan,summer,Juvenile,85,5,6,0.5,Immature,0,Exposed,5,0.8,17.6,33,7.98
9,Malformed,1,Jan,summer,Juvenile,104,5,14,0.3,Immature,0,Exposed,8,0.5,17.6,33,7.98
9,Malformed,1,Jan,summer,Juvenile,113,6,11,0.6,Immature,0,Exposed,8,0.5,17.6,33,7.98
9,Malformed,1,Jan,summer,Juvenile,121,7,5,1,Immature,0,Exposed,8,0.5,17.6,33,7.98
9,Malformed,1,Jan,summer,Juvenile,81,4,11,0.4,Immature,0,Exposed,8,0.5,17.6,33,7.98
9,Shapely,0,Jan,summer,Recruit,31,1,11,0.1,Immature,0,Exposed,8,0.5,17.6,33,7.98
9,Shapely,0,Jan,summer,Recruit,26,1.5,4,0.1,Immature,0,Exposed,8,0.5,17.6,33,7.98
9,Shapely,0,Jan,summer,Juvenile,55,1,7,0.4,Immature,0,Exposed,8,0.5,17.6,33,7.98
9,Shapely,0,Jan,summer,Recruit,10,0.4,7,0.1,Immature,0,Exposed,8,0.5,17.6,33,7.98
10,Malformed,1,Jan,summer,Juvenile,82,8,5,0.4,Immature,0.2222222222,Exposed,9,0.4444444444,17.6,33,7.98
10,Malformed,1,Jan,summer,Juvenile,49,3,8,0.1,Immature,0.2222222222,Exposed,9,0.4444444444,17.6,33,7.98
10,Malformed,1,Jan,summer,Adult,150,6.5,15,1,Fertile,0.2222222222,Exposed,9,0.4444444444,17.6,33,7.98
10,Malformed,1,Jan,summer,Adult,228,8.5,11,1.5,Fertile,0.2222222222,Exposed,9,0.4444444444,17.6,33,7.98
10,Shapely,0,Jan,summer,Recruit,5,0.1,2,0.1,Immature,0.2222222222,Exposed,9,0.4444444444,17.6,33,7.98
10,Shapely,0,Jan,summer,Recruit,6,1.2,4,0.1,Immature,0.2222222222,Exposed,9,0.4444444444,17.6,33,7.98
10,Shapely,0,Jan,summer,Recruit,3,0.1,2,0.1,Immature,0.2222222222,Exposed,9,0.4444444444,17.6,33,7.98
10,Shapely,0,Jan,summer,Recruit,9,0.2,5,0.1,Immature,0.2222222222,Exposed,9,0.4444444444,17.6,33,7.98
10,Shapely,0,Jan,summer,Recruit,6,0.2,6,0.1,Immature,0.2222222222,Exposed,9,0.4444444444,17.6,33,7.98
11,Malformed,1,Jan,summer,Adult,116,6.5,16,0.4,Fertile,0.25,Exposed,12,0.3333333333,17.6,33,7.98
11,Malformed,1,Jan,summer,Adult,150,4,1,1.2,Fertile,0.25,Exposed,12,0.3333333333,17.6,33,7.98
11,Malformed,1,Jan,summer,Adult,199,12,8,0.7,Fertile,0.25,Exposed,12,0.3333333333,17.6,33,7.98
11,Malformed,1,Jan,summer,Juvenile,80,3.5,4,0.7,Immature,0.25,Exposed,12,0.3333333333,17.6,33,7.98
11,Shapely,0,Jan,summer,Juvenile,82,4,11,0.3,Immature,0.25,Exposed,12,0.3333333333,17.6,33,7.98
11,Shapely,0,Jan,summer,Recruit,7,0.3,5,0.1,Immature,0.25,Exposed,12,0.3333333333,17.6,33,7.98
11,Shapely,0,Jan,summer,Recruit,7,0.3,2,0.1,Immature,0.25,Exposed,12,0.3333333333,17.6,33,7.98
11,Shapely,0,Jan,summer,Juvenile,82,2.5,10,0.1,Immature,0.25,Exposed,12,0.3333333333,17.6,33,7.98
11,Shapely,0,Jan,summer,Recruit,12,0.4,6,0.2,Immature,0.25,Exposed,12,0.3333333333,17.6,33,7.98
11,Shapely,0,Jan,summer,Recruit,8,0.2,4,0.1,Immature,0.25,Exposed,12,0.3333333333,17.6,33,7.98
11,Shapely,0,Jan,summer,Recruit,8,0.3,2,0.1,Immature,0.25,Exposed,12,0.3333333333,17.6,33,7.98
11,Shapely,0,Jan,summer,Recruit,5,0.1,2,0.1,Immature,0.25,Exposed,12,0.3333333333,17.6,33,7.98
12,Malformed,1,Jan,summer,Adult,95,4,4,0.8,Fertile,0.1111111111,Exposed,9,0.2222222222,17.6,33,7.98
12,Malformed,1,Jan,summer,Adult,120,5,14,0.2,Immature,0.1111111111,Exposed,9,0.2222222222,17.6,33,7.98
12,Shapely,0,Jan,summer,Juvenile,70,3,4,0.3,Immature,0.1111111111,Exposed,9,0.2222222222,17.6,33,7.98
12,Shapely,0,Jan,summer,Recruit,8,0.2,5,0.1,Immature,0.1111111111,Exposed,9,0.2222222222,17.6,33,7.98
12,Shapely,0,Jan,summer,Recruit,5,0.1,3,0.1,Immature,0.1111111111,Exposed,9,0.2222222222,17.6,33,7.98
12,Shapely,0,Jan,summer,Recruit,12,0.5,9,0.2,Immature,0.1111111111,Exposed,9,0.2222222222,17.6,33,7.98
12,Shapely,0,Jan,summer,Recruit,5,0.4,3,0.2,Immature,0.1111111111,Exposed,9,0.2222222222,17.6,33,7.98
12,Shapely,0,Jan,summer,Recruit,5,0.5,6,0.1,Immature,0.1111111111,Exposed,9,0.2222222222,17.6,33,7.98
12,Shapely,0,Jan,summer,Recruit,12,0.6,5,0.2,Immature,0.1111111111,Exposed,9,0.2222222222,17.6,33,7.98
13,Malformed,1,Jan,summer,Adult,150,4,2,1,Immature,0.25,Exposed,8,0.875,17.6,33,7.98
13,Malformed,1,Jan,summer,Adult,225,10.4,15,1.2,Fertile,0.25,Exposed,8,0.875,17.6,33,7.98
13,Malformed,1,Jan,summer,Adult,215,7.5,6,0.7,Immature,0.25,Exposed,8,0.875,17.6,33,7.98
13,Malformed,1,Jan,summer,Adult,48,8,5,0.6,Immature,0.25,Exposed,8,0.875,17.6,33,7.98
13,Malformed,1,Jan,summer,Adult,150,10,17,0.7,Fertile,0.25,Exposed,8,0.875,17.6,33,7.98
13,Malformed,1,Jan,summer,Adult,160,9,8,1.3,Immature,0.25,Exposed,8,0.875,17.6,33,7.98
13,Malformed,1,Jan,summer,Juvenile,109,5,18,0.5,Immature,0.25,Exposed,8,0.875,17.6,33,7.98
13,Shapely,0,Jan,summer,Juvenile,104,4,10,0.7,Immature,0.25,Exposed,8,0.875,17.6,33,7.98
1,Shapely,0,Jul,winter,Adult,119,9.5,47,0.7,Fertile,0.5,Semi-exposed,2,0,15.5,33.5,8.1
1,Shapely,0,Jul,winter,Adult,42,13.4,11,0.5,Immature,0.5,Semi-exposed,2,0,15.5,33.5,8.1
2,Malformed,1,Jul,winter,Adult,202,7.2,17,0.8,Immature,0,Semi-exposed,7,0.2857142857,15.5,33.5,8.1
2,Malformed,1,Jul,winter,Adult,90,12.5,52,0.6,Immature,0,Semi-exposed,7,0.2857142857,15.5,33.5,8.1
2,Shapely,0,Jul,winter,Juvenile,100,6,15,0.7,Immature,0,Semi-exposed,7,0.2857142857,15.5,33.5,8.1
2,Shapely,0,Jul,winter,Juvenile,80,5,11,0.8,Immature,0,Semi-exposed,7,0.2857142857,15.5,33.5,8.1
2,Shapely,0,Jul,winter,Juvenile,100,4.5,7,0.4,Immature,0,Semi-exposed,7,0.2857142857,15.5,33.5,8.1
2,Shapely,0,Jul,winter,Adult,150,5.7,42,0.6,Immature,0,Semi-exposed,7,0.2857142857,15.5,33.5,8.1
2,Shapely,0,Jul,winter,Adult,155,8.3,16,0.6,Immature,0,Semi-exposed,7,0.2857142857,15.5,33.5,8.1
3,Malformed,1,Jul,winter,Adult,91,10.9,3,1,Immature,0,Semi-exposed,3,0.3333333333,15.5,33.5,8.1
3,Shapely,0,Jul,winter,Adult,122,6.5,23,0.6,Immature,0,Semi-exposed,3,0.3333333333,15.5,33.5,8.1
3,Shapely,0,Jul,winter,Adult,163,10,30,0.7,Immature,0,Semi-exposed,3,0.3333333333,15.5,33.5,8.1
4,Malformed,1,Jul,winter,Adult,97,15,40,0.7,Immature,0,Semi-exposed,5,0.2,15.5,33.5,8.1
4,Shapely,0,Jul,winter,Adult,170,13,45,0.7,Immature,0,Semi-exposed,5,0.2,15.5,33.5,8.1
4,Shapely,0,Jul,winter,Adult,102,5,9,0.5,Immature,0,Semi-exposed,5,0.2,15.5,33.5,8.1
4,Shapely,0,Jul,winter,Adult,137,5.2,10,0.4,Immature,0,Semi-exposed,5,0.2,15.5,33.5,8.1
4,Shapely,0,Jul,winter,Adult,144,7.9,32,0.6,Immature,0,Semi-exposed,5,0.2,15.5,33.5,8.1
5,Malformed,1,Jul,winter,Adult,205,7.3,8,0.9,Fertile,0.3,Exposed,10,0.1,15.5,33.5,8.1
5,Shapely,0,Jul,winter,Adult,104,6,15,0.7,Immature,0.3,Exposed,10,0.1,15.5,33.5,8.1
5,Shapely,0,Jul,winter,Recruit,51,2.2,13,0.5,Immature,0.3,Exposed,10,0.1,15.5,33.5,8.1
5,Shapely,0,Jul,winter,Juvenile,44,9.7,11,0.3,Immature,0.3,Exposed,10,0.1,15.5,33.5,8.1
5,Shapely,0,Jul,winter,Recruit,27,0.9,4,0.2,Immature,0.3,Exposed,10,0.1,15.5,33.5,8.1
5,Shapely,0,Jul,winter,Juvenile,67,0.7,12,0.7,Immature,0.3,Exposed,10,0.1,15.5,33.5,8.1
5,Shapely,0,Jul,winter,Juvenile,26,5.7,15,0.3,Immature,0.3,Exposed,10,0.1,15.5,33.5,8.1
5,Shapely,0,Jul,winter,Adult,83,11.4,24,1,Fertile,0.3,Exposed,10,0.1,15.5,33.5,8.1
5,Shapely,0,Jul,winter,Adult,167,10,26,0.8,Fertile,0.3,Exposed,10,0.1,15.5,33.5,8.1
5,Shapely,0,Jul,winter,Adult,207,12.5,64,0.8,Immature,0.3,Exposed,10,0.1,15.5,33.5,8.1
6,Malformed,1,Jul,winter,Adult,175,14,11,1.3,Fertile,0.25,Exposed,8,0.25,15.5,33.5,8.1
6,Malformed,1,Jul,winter,Adult,185,15,35,1,Fertile,0.25,Exposed,8,0.25,15.5,33.5,8.1
6,Shapely,0,Jul,winter,Adult,160,11.3,50,0.6,Immature,0.25,Exposed,8,0.25,15.5,33.5,8.1
6,Shapely,0,Jul,winter,Adult,128,7.8,21,0.7,Immature,0.25,Exposed,8,0.25,15.5,33.5,8.1
6,Shapely,0,Jul,winter,Adult,110,7.5,21,0.9,Immature,0.25,Exposed,8,0.25,15.5,33.5,8.1
6,Shapely,0,Jul,winter,Adult,182,15,99,0.9,Immature,0.25,Exposed,8,0.25,15.5,33.5,8.1
6,Shapely,0,Jul,winter,Juvenile,107,6.5,18,0.7,Immature,0.25,Exposed,8,0.25,15.5,33.5,8.1
6,Shapely,0,Jul,winter,Juvenile,74,5.7,16,0.3,Immature,0.25,Exposed,8,0.25,15.5,33.5,8.1
7,Shapely,0,Jul,winter,Adult,175,12.4,52,1,Immature,0,Exposed,6,0,15.5,33.5,8.1
7,Shapely,0,Jul,winter,Adult,150,10,3,0.8,Immature,0,Exposed,6,0,15.5,33.5,8.1
7,Shapely,0,Jul,winter,Juvenile,49,3.3,9,0.3,Immature,0,Exposed,6,0,15.5,33.5,8.1
7,Shapely,0,Jul,winter,Adult,57,14,10,0.5,Immature,0,Exposed,6,0,15.5,33.5,8.1
7,Shapely,0,Jul,winter,Adult,158,15,51,1,Immature,0,Exposed,6,0,15.5,33.5,8.1
7,Shapely,0,Jul,winter,Adult,165,15,73,0.7,Immature,0,Exposed,6,0,15.5,33.5,8.1
8,Malformed,1,Jul,winter,Adult,235,15,15,1.3,Fertile,0.3333333333,Exposed,9,0.2222222222,15.5,33.5,8.1
8,Malformed,1,Jul,winter,Adult,150,15,12,1.3,Immature,0.3333333333,Exposed,9,0.2222222222,15.5,33.5,8.1
8,Shapely,0,Jul,winter,Adult,262,15,22,1,Fertile,0.3333333333,Exposed,9,0.2222222222,15.5,33.5,8.1
8,Shapely,0,Jul,winter,Adult,170,8.5,27,0.9,Immature,0.3333333333,Exposed,9,0.2222222222,15.5,33.5,8.1
8,Shapely,0,Jul,winter,Adult,106,4.5,11,0.5,Immature,0.3333333333,Exposed,9,0.2222222222,15.5,33.5,8.1
8,Shapely,0,Jul,winter,Adult,165,12,33,0.9,Immature,0.3333333333,Exposed,9,0.2222222222,15.5,33.5,8.1
8,Shapely,0,Jul,winter,Adult,215,11,15,0.9,Fertile,0.3333333333,Exposed,9,0.2222222222,15.5,33.5,8.1
8,Shapely,0,Jul,winter,Juvenile,73,5.3,7,0.4,Immature,0.3333333333,Exposed,9,0.2222222222,15.5,33.5,8.1
8,Shapely,0,Jul,winter,Adult,178,8.6,29,0.5,Immature,0.3333333333,Exposed,9,0.2222222222,15.5,33.5,8.1
9,Malformed,1,Jul,winter,Adult,220,15,88,1,Immature,0,Exposed,10,0.2,15.5,33.5,8.1
9,Malformed,1,Jul,winter,Adult,242,15,70,0.9,Immature,0,Exposed,10,0.2,15.5,33.5,8.1
9,Shapely,0,Jul,winter,Adult,180,9.2,41,0.7,Immature,0,Exposed,10,0.2,15.5,33.5,8.1
9,Shapely,0,Jul,winter,Adult,205,12,36,0.9,Immature,0,Exposed,10,0.2,15.5,33.5,8.1
9,Shapely,0,Jul,winter,Juvenile,46,4.3,11,0.2,Immature,0,Exposed,10,0.2,15.5,33.5,8.1
9,Shapely,0,Jul,winter,Adult,145,11,26,0.9,Immature,0,Exposed,10,0.2,15.5,33.5,8.1
9,Shapely,0,Jul,winter,Juvenile,46,3.5,10,0.6,Immature,0,Exposed,10,0.2,15.5,33.5,8.1
9,Shapely,0,Jul,winter,Juvenile,53,6,19,0.5,Immature,0,Exposed,10,0.2,15.5,33.5,8.1
9,Shapely,0,Jul,winter,Juvenile,94,4.5,9,0.5,Immature,0,Exposed,10,0.2,15.5,33.5,8.1
9,Shapely,0,Jul,winter,Juvenile,76,7,28,0.5,Immature,0,Exposed,10,0.2,15.5,33.5,8.1
10,Malformed,1,Jul,winter,Juvenile,60,6.7,1,0.9,Immature,0.1666666667,Exposed,12,0.3333333333,15.5,33.5,8.1
10,Malformed,1,Jul,winter,Adult,63,9,8,0.8,Fertile,0.1666666667,Exposed,12,0.3333333333,15.5,33.5,8.1
10,Malformed,1,Jul,winter,Adult,210,15,6,1.4,Fertile,0.1666666667,Exposed,12,0.3333333333,15.5,33.5,8.1
10,Malformed,1,Jul,winter,Adult,220,14.5,38,1,Immature,0.1666666667,Exposed,12,0.3333333333,15.5,33.5,8.1
10,Shapely,0,Jul,winter,Juvenile,95,6.5,12,0.6,Immature,0.1666666667,Exposed,12,0.3333333333,15.5,33.5,8.1
10,Shapely,0,Jul,winter,Adult,88,7.9,11,1,Immature,0.1666666667,Exposed,12,0.3333333333,15.5,33.5,8.1
10,Shapely,0,Jul,winter,Recruit,18,1.4,3,0.1,Immature,0.1666666667,Exposed,12,0.3333333333,15.5,33.5,8.1
10,Shapely,0,Jul,winter,Recruit,40,2.2,17,0.3,Immature,0.1666666667,Exposed,12,0.3333333333,15.5,33.5,8.1
10,Shapely,0,Jul,winter,Juvenile,92,4.2,10,0.5,Immature,0.1666666667,Exposed,12,0.3333333333,15.5,33.5,8.1
10,Shapely,0,Jul,winter,Adult,200,11,25,0.6,Immature,0.1666666667,Exposed,12,0.3333333333,15.5,33.5,8.1
10,Shapely,0,Jul,winter,Juvenile,117,7,26,0.4,Immature,0.1666666667,Exposed,12,0.3333333333,15.5,33.5,8.1
10,Shapely,0,Jul,winter,Juvenile,85,4.5,9,0.6,Immature,0.1666666667,Exposed,12,0.3333333333,15.5,33.5,8.1
11,Malformed,1,Jul,winter,Adult,160,15,81,1.5,Immature,0.1818181818,Exposed,11,0.3636363636,15.5,33.5,8.1
11,Malformed,1,Jul,winter,Adult,235,12,36,1.1,Fertile,0.1818181818,Exposed,11,0.3636363636,15.5,33.5,8.1
11,Malformed,1,Jul,winter,Adult,139,9.2,6,0.9,Immature,0.1818181818,Exposed,11,0.3636363636,15.5,33.5,8.1
11,Malformed,1,Jul,winter,Adult,210,13.9,29,1.1,Immature,0.1818181818,Exposed,11,0.3636363636,15.5,33.5,8.1
11,Shapely,0,Jul,winter,Recruit,18,3.4,6,0.2,Immature,0.1818181818,Exposed,11,0.3636363636,15.5,33.5,8.1
11,Shapely,0,Jul,winter,Juvenile,22,4.4,12,0.4,Immature,0.1818181818,Exposed,11,0.3636363636,15.5,33.5,8.1
11,Shapely,0,Jul,winter,Recruit,20,3,9,0.3,Immature,0.1818181818,Exposed,11,0.3636363636,15.5,33.5,8.1
11,Shapely,0,Jul,winter,Adult,192,12.1,34,0.6,Fertile,0.1818181818,Exposed,11,0.3636363636,15.5,33.5,8.1
11,Shapely,0,Jul,winter,Recruit,28,2.4,9,0.5,Immature,0.1818181818,Exposed,11,0.3636363636,15.5,33.5,8.1
11,Shapely,0,Jul,winter,Juvenile,114,10,18,0.9,Immature,0.1818181818,Exposed,11,0.3636363636,15.5,33.5,8.1
11,Shapely,0,Jul,winter,Juvenile,63,4.2,6,1,Immature,0.1818181818,Exposed,11,0.3636363636,15.5,33.5,8.1
12,Malformed,1,Jul,winter,Adult,210,7.1,11,1,Fertile,0.3636363636,Exposed,11,0.1818181818,15.5,33.5,8.1
12,Malformed,1,Jul,winter,Adult,205,9.5,7,1,Fertile,0.3636363636,Exposed,11,0.1818181818,15.5,33.5,8.1
12,Shapely,0,Jul,winter,Adult,150,7.5,47,0.6,Immature,0.3636363636,Exposed,11,0.1818181818,15.5,33.5,8.1
12,Shapely,0,Jul,winter,Juvenile,57,4,12,0.2,Immature,0.3636363636,Exposed,11,0.1818181818,15.5,33.5,8.1
12,Shapely,0,Jul,winter,Adult,190,12.3,33,0.5,Fertile,0.3636363636,Exposed,11,0.1818181818,15.5,33.5,8.1
12,Shapely,0,Jul,winter,Juvenile,58,4.3,20,0.4,Immature,0.3636363636,Exposed,11,0.1818181818,15.5,33.5,8.1
12,Shapely,0,Jul,winter,Juvenile,198,5.6,9,0.9,Immature,0.3636363636,Exposed,11,0.1818181818,15.5,33.5,8.1
12,Shapely,0,Jul,winter,Adult,165,8.2,15,0.9,Immature,0.3636363636,Exposed,11,0.1818181818,15.5,33.5,8.1
12,Shapely,0,Jul,winter,Adult,204,14.5,2,1.3,Fertile,0.3636363636,Exposed,11,0.1818181818,15.5,33.5,8.1
12,Shapely,0,Jul,winter,Recruit,28,3.6,7,0.2,Immature,0.3636363636,Exposed,11,0.1818181818,15.5,33.5,8.1
12,Shapely,0,Jul,winter,Recruit,30,3,16,0.3,Immature,0.3636363636,Exposed,11,0.1818181818,15.5,33.5,8.1
13,Malformed,1,Jul,winter,Adult,97,15,35,0.8,Immature,0.1666666667,Exposed,12,0.25,15.5,33.5,8.1
13,Malformed,1,Jul,winter,Adult,51,11,20,0.7,Immature,0.1666666667,Exposed,12,0.25,15.5,33.5,8.1
13,Malformed,1,Jul,winter,Adult,64,4,39,0.3,Immature,0.1666666667,Exposed,12,0.25,15.5,33.5,8.1
13,Shapely,0,Jul,winter,Juvenile,58,5,19,0.4,Immature,0.1666666667,Exposed,12,0.25,15.5,33.5,8.1
13,Shapely,0,Jul,winter,Recruit,10,0.5,1,0.1,Immature,0.1666666667,Exposed,12,0.25,15.5,33.5,8.1
13,Shapely,0,Jul,winter,Juvenile,52,4,6,0.2,Immature,0.1666666667,Exposed,12,0.25,15.5,33.5,8.1
13,Shapely,0,Jul,winter,Adult,124,13,29,0.9,Fertile,0.1666666667,Exposed,12,0.25,15.5,33.5,8.1
13,Shapely,0,Jul,winter,Adult,116,7.3,25,0.7,Immature,0.1666666667,Exposed,12,0.25,15.5,33.5,8.1
13,Shapely,0,Jul,winter,Recruit,16,1.4,1,0.1,Immature,0.1666666667,Exposed,12,0.25,15.5,33.5,8.1
13,Shapely,0,Jul,winter,Adult,155,8.9,11,0.7,Immature,0.1666666667,Exposed,12,0.25,15.5,33.5,8.1
13,Shapely,0,Jul,winter,Juvenile,124,5.5,26,0.4,Immature,0.1666666667,Exposed,12,0.25,15.5,33.5,8.1
13,Shapely,0,Jul,winter,Adult,139,15,28,0.8,Fertile,0.1666666667,Exposed,12,0.25,15.5,33.5,8.1
1,Malformed,1,Jun,fall,Juvenile,91,8,35,0.2,Immature,0,Semi-exposed,2,1,15.4,33.7,8.36
1,Malformed,1,Jun,fall,Adult,34,12,2,0.6,Immature,0,Semi-exposed,2,1,15.4,33.7,8.36
2,Malformed,1,Jun,fall,Adult,130,13,17,1.2,Fertile,0.4545454545,Semi-exposed,11,0.2727272727,15.4,33.7,8.36
2,Malformed,1,Jun,fall,Adult,147,9.2,18,0.4,Immature,0.4545454545,Semi-exposed,11,0.2727272727,15.4,33.7,8.36
2,Malformed,1,Jun,fall,Adult,91,16,49,1.1,Fertile,0.4545454545,Semi-exposed,11,0.2727272727,15.4,33.7,8.36
2,Shapely,0,Jun,fall,Juvenile,92,7.4,24,0.6,Fertile,0.4545454545,Semi-exposed,11,0.2727272727,15.4,33.7,8.36
2,Shapely,0,Jun,fall,Adult,102,18,29,1,Fertile,0.4545454545,Semi-exposed,11,0.2727272727,15.4,33.7,8.36
2,Shapely,0,Jun,fall,Adult,150,13.5,37,1.2,Fertile,0.4545454545,Semi-exposed,11,0.2727272727,15.4,33.7,8.36
2,Shapely,0,Jun,fall,Juvenile,97,3.9,7,0.3,Immature,0.4545454545,Semi-exposed,11,0.2727272727,15.4,33.7,8.36
2,Shapely,0,Jun,fall,Adult,130,7.4,38,0.6,Immature,0.4545454545,Semi-exposed,11,0.2727272727,15.4,33.7,8.36
2,Shapely,0,Jun,fall,Adult,111,5.2,12,0.4,Immature,0.4545454545,Semi-exposed,11,0.2727272727,15.4,33.7,8.36
2,Shapely,0,Jun,fall,Adult,140,8.2,25,0.4,Immature,0.4545454545,Semi-exposed,11,0.2727272727,15.4,33.7,8.36
