Nquad,Fitness,Month,Age.stage,T.length,D.holdfast,N.stipe,D.stipe,Maturity,Rep.prev,Wave.exp,Density,Gall.prev,Temp,Sal,ph
3,Malformed,Oct,Adult,200,16,46,0.7,Immature,0.2,Semi-exposed,5,0.8,15.6,34.1,8.11
3,Malformed,Oct,Juvenile,45,5,8,0.5,Immature,0.2,Semi-exposed,5,0.8,15.6,34.1,8.11
4,Malformed,Oct,Juvenile,89,6,16,0.4,Immature,0.25,Semi-exposed,4,1,15.6,34.1,8.11
4,Malformed,Oct,Adult,107,6,20,0.6,Immature,0.25,Semi-exposed,4,1,15.6,34.1,8.11
4,Malformed,Oct,Adult,72,5,10,0.5,Immature,0.25,Semi-exposed,4,1,15.6,34.1,8.11
4,Malformed,Oct,Adult,149,12,38,1,Fertile,0.25,Semi-exposed,4,1,15.6,34.1,8.11
5,Malformed,Oct,Adult,360,38,70,0.9,Fertile,0.75,Exposed,4,0.75,15.6,34.1,8.11
5,Shapely,Oct,Juvenile,110,3,12,0.4,Immature,0.75,Exposed,4,0.75,15.6,34.1,8.11
5,Malformed,Oct,Adult,290,12,38,0.9,Fertile,0.75,Exposed,4,0.75,15.6,34.1,8.11
5,Malformed,Oct,Adult,280,8,47,0.6,Fertile,0.75,Exposed,4,0.75,15.6,34.1,8.11
6,Malformed,Oct,Adult,210,12,26,1.5,Fertile,1,Exposed,3,1,15.6,34.1,8.11
6,Malformed,Oct,Adult,101,14,5,1.2,Fertile,1,Exposed,3,1,15.6,34.1,8.11
6,Malformed,Oct,Adult,372,33,80,1.8,Fertile,1,Exposed,3,1,15.6,34.1,8.11
7,Malformed,Oct,Adult,240,11,9,1,Fertile,0.5,Exposed,6,0.8333333333,15.6,34.1,8.11
7,Malformed,Oct,Adult,290,14,30,0.9,Fertile,0.5,Exposed,6,0.8333333333,15.6,34.1,8.11
7,Shapely,Oct,Juvenile,29,5.5,6,0.5,Immature,0.5,Exposed,6,0.8333333333,15.6,34.1,8.11
7,Malformed,Oct,Adult,220,9,22,0.8,Immature,0.5,Exposed,6,0.8333333333,15.6,34.1,8.11
7,Malformed,Oct,Adult,263,16,40,0.9,Immature,0.5,Exposed,6,0.8333333333,15.6,34.1,8.11
7,Malformed,Oct,Adult,240,28,40,0.8,Fertile,0.5,Exposed,6,0.8333333333,15.6,34.1,8.11
8,Malformed,Oct,Juvenile,81,3,2,0.1,Immature,0.5555555556,Exposed,9,0.7777777778,15.6,34.1,8.11
8,Malformed,Oct,Adult,300,17,27,1,Immature,0.5555555556,Exposed,9,0.7777777778,15.6,34.1,8.11
8,Malformed,Oct,Adult,280,36,65,1.2,Fertile,0.5555555556,Exposed,9,0.7777777778,15.6,34.1,8.11
8,Malformed,Oct,Adult,268,24,66,1.6,Immature,0.5555555556,Exposed,9,0.7777777778,15.6,34.1,8.11
8,Malformed,Oct,Adult,300,24,48,1.2,Fertile,0.5555555556,Exposed,9,0.7777777778,15.6,34.1,8.11
8,Shapely,Oct,Adult,300,9,12,0.8,Fertile,0.5555555556,Exposed,9,0.7777777778,15.6,34.1,8.11
8,Malformed,Oct,Adult,375,14,18,1.2,Fertile,0.5555555556,Exposed,9,0.7777777778,15.6,34.1,8.11
8,Malformed,Oct,Adult,264,17,14,1.6,Fertile,0.5555555556,Exposed,9,0.7777777778,15.6,34.1,8.11
8,Shapely,Oct,Juvenile,26,5,5,0.5,Immature,0.5555555556,Exposed,9,0.7777777778,15.6,34.1,8.11
9,Malformed,Oct,Adult,250,18,4,2,Immature,0.1428571429,Exposed,7,0.5714285714,15.6,34.1,8.11
9,Shapely,Oct,Recruit,34,1.5,9,0.2,Immature,0.1428571429,Exposed,7,0.5714285714,15.6,34.1,8.11
9,Shapely,Oct,Juvenile,61,5,13,0.5,Immature,0.1428571429,Exposed,7,0.5714285714,15.6,34.1,8.11
9,Malformed,Oct,Juvenile,150,5.7,8,1.1,Immature,0.1428571429,Exposed,7,0.5714285714,15.6,34.1,8.11
9,Malformed,Oct,Adult,300,17,26,1,Immature,0.1428571429,Exposed,7,0.5714285714,15.6,34.1,8.11
9,Shapely,Oct,Adult,232,16,42,0.5,Fertile,0.1428571429,Exposed,7,0.5714285714,15.6,34.1,8.11
9,Malformed,Oct,Juvenile,90,4,7,0.4,Immature,0.1428571429,Exposed,7,0.5714285714,15.6,34.1,8.11
10,Malformed,Oct,Adult,253,25,46,1,Fertile,0.4285714286,Exposed,7,0.5714285714,15.6,34.1,8.11
10,Malformed,Oct,Adult,200,21,42,1.1,Fertile,0.4285714286,Exposed,7,0.5714285714,15.6,34.1,8.11
10,Shapely,Oct,Recruit,31,2,7,0.1,Immature,0.4285714286,Exposed,7,0.5714285714,15.6,34.1,8.11
10,Malformed,Oct,Adult,146,29,63,1.2,Fertile,0.4285714286,Exposed,7,0.5714285714,15.6,34.1,8.11
10,Malformed,Oct,Adult,101,9,5,1,Immature,0.4285714286,Exposed,7,0.5714285714,15.6,34.1,8.11
10,Shapely,Oct,Recruit,16,2.2,4,0.1,Immature,0.4285714286,Exposed,7,0.5714285714,15.6,34.1,8.11
10,Shapely,Oct,Juvenile,102,7,21,0.8,Immature,0.4285714286,Exposed,7,0.5714285714,15.6,34.1,8.11
11,Malformed,Oct,Juvenile,123,9.2,19,0.8,Immature,0.4285714286,Exposed,7,0.7142857143,15.6,34.1,8.11
11,Malformed,Oct,Juvenile,43,2.6,13,0.1,Immature,0.4285714286,Exposed,7,0.7142857143,15.6,34.1,8.11
11,Shapely,Oct,Recruit,17,0.2,6,0.1,Immature,0.4285714286,Exposed,7,0.7142857143,15.6,34.1,8.11
11,Malformed,Oct,Adult,300,32,40,1.4,Fertile,0.4285714286,Exposed,7,0.7142857143,15.6,34.1,8.11
11,Malformed,Oct,Adult,210,12.7,50,1,Fertile,0.4285714286,Exposed,7,0.7142857143,15.6,34.1,8.11
11,Malformed,Oct,Adult,300,10,28,1.4,Fertile,0.4285714286,Exposed,7,0.7142857143,15.6,34.1,8.11
11,Shapely,Oct,Juvenile,30,3.4,10,0.2,Immature,0.4285714286,Exposed,7,0.7142857143,15.6,34.1,8.11
12,Malformed,Oct,Adult,150,7.3,9,1.3,Immature,0.8,Exposed,5,1,15.6,34.1,8.11
12,Malformed,Oct,Juvenile,91,4.5,5,0.7,Fertile,0.8,Exposed,5,1,15.6,34.1,8.11
12,Malformed,Oct,Adult,250,18,57,0.9,Fertile,0.8,Exposed,5,1,15.6,34.1,8.11
12,Malformed,Oct,Adult,197,10.6,2,1.32,Fertile,0.8,Exposed,5,1,15.6,34.1,8.11
12,Malformed,Oct,Adult,250,27,65,1.4,Fertile,0.8,Exposed,5,1,15.6,34.1,8.11
13,Malformed,Oct,Adult,150,18,16,1.5,Fertile,0.4,Exposed,10,0.9,15.6,34.1,8.11
13,Malformed,Oct,Juvenile,89,8,29,0.7,Immature,0.4,Exposed,10,0.9,15.6,34.1,8.11
13,Malformed,Oct,Adult,136,13.4,31,0.9,Immature,0.4,Exposed,10,0.9,15.6,34.1,8.11
13,Malformed,Oct,Adult,150,5.7,21,0.6,Immature,0.4,Exposed,10,0.9,15.6,34.1,8.11
13,Malformed,Oct,Juvenile,71,5.3,16,0.9,Immature,0.4,Exposed,10,0.9,15.6,34.1,8.11
13,Malformed,Oct,Adult,250,11.5,46,1.2,Fertile,0.4,Exposed,10,0.9,15.6,34.1,8.11
13,Malformed,Oct,Adult,287,9.7,18,1.4,Fertile,0.4,Exposed,10,0.9,15.6,34.1,8.11
13,Malformed,Oct,Juvenile,65,8.6,9,0.9,Immature,0.4,Exposed,10,0.9,15.6,34.1,8.11
13,Malformed,Oct,Adult,115,11,25,0.9,Fertile,0.4,Exposed,10,0.9,15.6,34.1,8.11
13,Shapely,Oct,Juvenile,68,3,7,0.7,Immature,0.4,Exposed,10,0.9,15.6,34.1,8.11
1,Malformed,Nov,Adult,105,13,20,1,Immature,0,Semi-exposed,9,0.8888888889,15.8,34.3,8.01
1,Malformed,Nov,Juvenile,121,5,9,0.5,Immature,0,Semi-exposed,9,0.8888888889,15.8,34.3,8.01
1,Malformed,Nov,Adult,126,9.3,17,0.8,Immature,0,Semi-exposed,9,0.8888888889,15.8,34.3,8.01
1,Shapely,Nov,Adult,113,7.3,32,0.8,Immature,0,Semi-exposed,9,0.8888888889,15.8,34.3,8.01
1,Malformed,Nov,Adult,123,6.1,7,0.5,Immature,0,Semi-exposed,9,0.8888888889,15.8,34.3,8.01
1,Malformed,Nov,Adult,167,21,44,0.7,Immature,0,Semi-exposed,9,0.8888888889,15.8,34.3,8.01
1,Malformed,Nov,Adult,138,8,13,0.5,Immature,0,Semi-exposed,9,0.8888888889,15.8,34.3,8.01
1,Malformed,Nov,Juvenile,133,3,12,0.7,Immature,0,Semi-exposed,9,0.8888888889,15.8,34.3,8.01
1,Malformed,Nov,Adult,74,9.3,14,0.8,Immature,0,Semi-exposed,9,0.8888888889,15.8,34.3,8.01
2,Malformed,Nov,Adult,134,7,21,1,Immature,0,Semi-exposed,6,1,15.8,34.3,8.01
2,Malformed,Nov,Adult,103,11,29,0.7,Immature,0,Semi-exposed,6,1,15.8,34.3,8.01
2,Malformed,Nov,Adult,106,18,30,0.5,Immature,0,Semi-exposed,6,1,15.8,34.3,8.01
2,Malformed,Nov,Adult,44,5.6,9,0.5,Immature,0,Semi-exposed,6,1,15.8,34.3,8.01
2,Malformed,Nov,Adult,75,6.4,15,0.6,Immature,0,Semi-exposed,6,1,15.8,34.3,8.01
2,Malformed,Nov,Adult,109,7.8,17,0.6,Immature,0,Semi-exposed,6,1,15.8,34.3,8.01
3,Malformed,Nov,Adult,150,12,59,0.7,Immature,0,Semi-exposed,2,1,15.8,34.3,8.01
3,Malformed,Nov,Adult,79,8,10,0.6,Immature,0,Semi-exposed,2,1,15.8,34.3,8.01
4,Malformed,Nov,Adult,193,0.7,30,0.7,Immature,0,Semi-exposed,1,1,15.8,34.3,8.01
5,Shapely,Nov,Juvenile,67,2.4,5,0.5,Immature,0,Exposed,7,0.8571428571,15.8,34.3,8.01
5,Malformed,Nov,Adult,150,7.3,25,1,Immature,0,Exposed,7,0.8571428571,15.8,34.3,8.01
5,Malformed,Nov,Adult,90,7.3,17,0.7,Immature,0,Exposed,7,0.8571428571,15.8,34.3,8.01
5,Malformed,Nov,Adult,310,7.5,17,1,Immature,0,Exposed,7,0.8571428571,15.8,34.3,8.01
5,Malformed,Nov,Adult,102,6.4,15,0.8,Immature,0,Exposed,7,0.8571428571,15.8,34.3,8.01
5,Malformed,Nov,Juvenile,46,5.4,12,4,Immature,0,Exposed,7,0.8571428571,15.8,34.3,8.01
5,Malformed,Nov,Juvenile,86,4,16,0.7,Immature,0,Exposed,7,0.8571428571,15.8,34.3,8.01
6,Malformed,Nov,Adult,148,4,6,0.4,Immature,0,Exposed,3,1,15.8,34.3,8.01
6,Malformed,Nov,Adult,58,11.3,15,1,Immature,0,Exposed,3,1,15.8,34.3,8.01
6,Malformed,Nov,Adult,150,9,12,0.7,Immature,0,Exposed,3,1,15.8,34.3,8.01
7,Malformed,Nov,Adult,106,7,5,1,Immature,0,Exposed,4,0.75,15.8,34.3,8.01
7,Malformed,Nov,Adult,190,11.3,3,3,Immature,0,Exposed,4,0.75,15.8,34.3,8.01
7,Shapely,Nov,Juvenile,49,4,9,0.5,Immature,0,Exposed,4,0.75,15.8,34.3,8.01
7,Malformed,Nov,Adult,254,10.5,19,1,Immature,0,Exposed,4,0.75,15.8,34.3,8.01
8,Shapely,Nov,Recruit,35,1.4,7,0.1,Immature,0,Exposed,5,0.6,15.8,34.3,8.01
8,Malformed,Nov,Adult,76,4,12,0.7,Immature,0,Exposed,5,0.6,15.8,34.3,8.01
8,Shapely,Nov,Juvenile,49,3,3,0.4,Immature,0,Exposed,5,0.6,15.8,34.3,8.01
8,Malformed,Nov,Adult,289,6.5,12,1,Immature,0,Exposed,5,0.6,15.8,34.3,8.01
8,Malformed,Nov,Juvenile,22,6,6,0.4,Immature,0,Exposed,5,0.6,15.8,34.3,8.01
9,Malformed,Nov,Adult,113,3,7,0.7,Immature,0.1,Exposed,10,0.9,15.8,34.3,8.01
9,Malformed,Nov,Juvenile,58,2.5,2,0.4,Immature,0.1,Exposed,10,0.9,15.8,34.3,8.01
9,Malformed,Nov,Adult,112,7,4,0.5,Immature,0.1,Exposed,10,0.9,15.8,34.3,8.01
9,Malformed,Nov,Adult,300,13.5,2,2,Immature,0.1,Exposed,10,0.9,15.8,34.3,8.01
9,Shapely,Nov,Juvenile,53,2,10,0.3,Immature,0.1,Exposed,10,0.9,15.8,34.3,8.01
9,Malformed,Nov,Juvenile,76,3.5,15,0.4,Immature,0.1,Exposed,10,0.9,15.8,34.3,8.01
9,Malformed,Nov,Adult,95,6.3,2,5,Immature,0.1,Exposed,10,0.9,15.8,34.3,8.01
9,Malformed,Nov,Juvenile,78,3,3,0.3,Immature,0.1,Exposed,10,0.9,15.8,34.3,8.01
9,Malformed,Nov,Juvenile,44,1,1,0.4,Fertile,0.1,Exposed,10,0.9,15.8,34.3,8.01
9,Malformed,Nov,Adult,113,6.3,18,0.8,Immature,0.1,Exposed,10,0.9,15.8,34.3,8.01
10,Malformed,Nov,Adult,107,4.5,3,1,Immature,0,Exposed,5,0.6,15.8,34.3,8.01
10,Shapely,Nov,Recruit,30,2.4,3,0.3,Immature,0,Exposed,5,0.6,15.8,34.3,8.01
10,Malformed,Nov,Juvenile,50,2.2,9,1.2,Immature,0,Exposed,5,0.6,15.8,34.3,8.01
10,Shapely,Nov,Juvenile,141,5.1,12,0.5,Immature,0,Exposed,5,0.6,15.8,34.3,8.01
10,Malformed,Nov,Adult,150,11,16,1.1,Immature,0,Exposed,5,0.6,15.8,34.3,8.01
11,Malformed,Nov,Juvenile,58,3.3,12,0.5,Immature,0,Exposed,5,0.6,15.8,34.3,8.01
11,Shapely,Nov,Recruit,30,1.4,5,0.1,Immature,0,Exposed,5,0.6,15.8,34.3,8.01
11,Shapely,Nov,Juvenile,9,2.5,4,0.2,Immature,0,Exposed,5,0.6,15.8,34.3,8.01
11,Malformed,Nov,Adult,46,6.1,1,1,Immature,0,Exposed,5,0.6,15.8,34.3,8.01
11,Malformed,Nov,Juvenile,39,2.7,7,0.3,Immature,0,Exposed,5,0.6,15.8,34.3,8.01
12,Malformed,Nov,Juvenile,150,6.5,23,0.7,Immature,0,Exposed,4,1,15.8,34.3,8.01
12,Malformed,Nov,Adult,229,12.5,7,1.2,Immature,0,Exposed,4,1,15.8,34.3,8.01
12,Malformed,Nov,Juvenile,38,3.3,3,0.3,Immature,0,Exposed,4,1,15.8,34.3,8.01
12,Malformed,Nov,Adult,62,3,3,0.5,Immature,0,Exposed,4,1,15.8,34.3,8.01
13,Malformed,Nov,Adult,51,9.5,8,1.4,Immature,0,Exposed,9,1,15.8,34.3,8.01
13,Malformed,Nov,Adult,49,6.4,5,0.8,Immature,0,Exposed,9,1,15.8,34.3,8.01
13,Malformed,Nov,Adult,80,5.2,15,0.9,Immature,0,Exposed,9,1,15.8,34.3,8.01
13,Malformed,Nov,Adult,110,7.3,19,1.3,Immature,0,Exposed,9,1,15.8,34.3,8.01
13,Malformed,Nov,Adult,150,10.5,10,1.5,Immature,0,Exposed,9,1,15.8,34.3,8.01
13,Malformed,Nov,Adult,284,8.3,22,1.5,Immature,0,Exposed,9,1,15.8,34.3,8.01
13,Malformed,Nov,Adult,200,6.5,17,0.8,Immature,0,Exposed,9,1,15.8,34.3,8.01
13,Malformed,Nov,Adult,52,7.5,5,0.6,Immature,0,Exposed,9,1,15.8,34.3,8.01
13,Malformed,Nov,Adult,250,12.5,16,1,Immature,0,Exposed,9,1,15.8,34.3,8.01
1,Malformed,Dec,Adult,92,10.4,12,0.5,Immature,0,Semi-exposed,7,0.8571428571,16.9,34.3,7.72
1,Shapely,Dec,Adult,138,34,40,0.5,Immature,0,Semi-exposed,7,0.8571428571,16.9,34.3,7.72
1,Malformed,Dec,Adult,260,21,51,0.6,Immature,0,Semi-exposed,7,0.8571428571,16.9,34.3,7.72
1,Malformed,Dec,Adult,150,7.3,12,0.5,Immature,0,Semi-exposed,7,0.8571428571,16.9,34.3,7.72
1,Malformed,Dec,Adult,133,4,1,0.8,Immature,0,Semi-exposed,7,0.8571428571,16.9,34.3,7.72
1,Malformed,Dec,Adult,148,12,20,1,Immature,0,Semi-exposed,7,0.8571428571,16.9,34.3,7.72
1,Malformed,Dec,Adult,66,10,16,0.9,Immature,0,Semi-exposed,7,0.8571428571,16.9,34.3,7.72
2,Malformed,Dec,Adult,78,4.2,21,0.6,Immature,0,Semi-exposed,6,1,16.9,34.3,7.72
2,Malformed,Dec,Adult,82,12.5,44,0.5,Immature,0,Semi-exposed,6,1,16.9,34.3,7.72
2,Malformed,Dec,Adult,114,9.3,38,0.5,Immature,0,Semi-exposed,6,1,16.9,34.3,7.72
2,Malformed,Dec,Adult,147,9.5,23,0.6,Immature,0,Semi-exposed,6,1,16.9,34.3,7.72
2,Malformed,Dec,Adult,126,3,1,0.8,Immature,0,Semi-exposed,6,1,16.9,34.3,7.72
2,Malformed,Dec,Adult,160,5.4,17,0.9,Immature,0,Semi-exposed,6,1,16.9,34.3,7.72
3,Malformed,Dec,Adult,150,22,75,0.7,Immature,0,Semi-exposed,2,1,16.9,34.3,7.72
3,Malformed,Dec,Adult,120,8.3,13,1,Immature,0,Semi-exposed,2,1,16.9,34.3,7.72
4,Malformed,Dec,Adult,150,8,38,0.5,Immature,0,Semi-exposed,1,1,16.9,34.3,7.72
5,Malformed,Dec,Adult,150,6.5,9,1,Immature,0,Exposed,6,1,16.9,34.3,7.72
5,Malformed,Dec,Adult,160,4.5,17,0.5,Immature,0,Exposed,6,1,16.9,34.3,7.72
5,Malformed,Dec,Adult,68,5.5,4,0.5,Immature,0,Exposed,6,1,16.9,34.3,7.72
5,Malformed,Dec,Juvenile,77,4,7,0.7,Immature,0,Exposed,6,1,16.9,34.3,7.72
5,Malformed,Dec,Adult,200,8.5,4,1.2,Immature,0,Exposed,6,1,16.9,34.3,7.72
5,Malformed,Dec,Adult,120,6.4,8,0.8,Immature,0,Exposed,6,1,16.9,34.3,7.72
6,Malformed,Dec,Adult,300,6.6,16,0.7,Immature,0,Exposed,3,1,16.9,34.3,7.72
6,Malformed,Dec,Adult,150,7.4,13,0.7,Immature,0,Exposed,3,1,16.9,34.3,7.72
6,Malformed,Dec,Juvenile,125,7.4,18,0.7,Immature,0,Exposed,3,1,16.9,34.3,7.72
7,Malformed,Dec,Adult,330,6.5,17,1,Immature,0,Exposed,4,0.75,16.9,34.3,7.72
7,Malformed,Dec,Adult,160,7,18,0.8,Immature,0,Exposed,4,0.75,16.9,34.3,7.72
7,Shapely,Dec,Adult,134,5,6,0.5,Immature,0,Exposed,4,0.75,16.9,34.3,7.72
7,Malformed,Dec,Adult,254,10.5,19,1,Immature,0,Exposed,4,0.75,16.9,34.3,7.72
8,Malformed,Dec,Adult,300,7,7,1,Immature,0.5,Exposed,4,0.5,16.9,34.3,7.72
8,Shapely,Dec,Juvenile,68,4,8,0.9,Immature,0.5,Exposed,4,0.5,16.9,34.3,7.72
8,Malformed,Dec,Juvenile,58,4,12,0.5,Fertile,0.5,Exposed,4,0.5,16.9,34.3,7.72
8,Shapely,Dec,Adult,250,12.4,18,1,Fertile,0.5,Exposed,4,0.5,16.9,34.3,7.72
9,Malformed,Dec,Adult,107,6.3,2,0.8,Fertile,0.3333333333,Exposed,6,0.8333333333,16.9,34.3,7.72
9,Malformed,Dec,Juvenile,83,2.5,5,0.4,Immature,0.3333333333,Exposed,6,0.8333333333,16.9,34.3,7.72
9,Malformed,Dec,Juvenile,51,3.1,1,0.5,Immature,0.3333333333,Exposed,6,0.8333333333,16.9,34.3,7.72
9,Malformed,Dec,Adult,124,6.5,19,0.5,Fertile,0.3333333333,Exposed,6,0.8333333333,16.9,34.3,7.72
9,Shapely,Dec,Recruit,45,2,6,0.2,Immature,0.3333333333,Exposed,6,0.8333333333,16.9,34.3,7.72
9,Malformed,Dec,Juvenile,76,3.5,15,0.4,Immature,0.3333333333,Exposed,6,0.8333333333,16.9,34.3,7.72
10,Malformed,Dec,Adult,240,9.5,12,1,Immature,0.3333333333,Exposed,6,0.8333333333,16.9,34.3,7.72
10,Malformed,Dec,Adult,119,6.3,11,0.5,Immature,0.3333333333,Exposed,6,0.8333333333,16.9,34.3,7.72
10,Malformed,Dec,Juvenile,69,3,12,0.3,Immature,0.3333333333,Exposed,6,0.8333333333,16.9,34.3,7.72
10,Malformed,Dec,Juvenile,99,4.6,15,0.4,Immature,0.3333333333,Exposed,6,0.8333333333,16.9,34.3,7.72
10,Malformed,Dec,Adult,214,15,2,0.5,Fertile,0.3333333333,Exposed,6,0.8333333333,16.9,34.3,7.72
10,Shapely,Dec,Adult,120,16,12,0.8,Fertile,0.3333333333,Exposed,6,0.8333333333,16.9,34.3,7.72
11,Malformed,Dec,Adult,84,6,3,0.7,Fertile,0.3333333333,Exposed,6,0.3333333333,16.9,34.3,7.72
11,Shapely,Dec,Juvenile,72,3.5,4,0.5,Immature,0.3333333333,Exposed,6,0.3333333333,16.9,34.3,7.72
11,Malformed,Dec,Adult,220,6,1,1.2,Fertile,0.3333333333,Exposed,6,0.3333333333,16.9,34.3,7.72
11,Shapely,Dec,Recruit,15,1.3,4,0.1,Immature,0.3333333333,Exposed,6,0.3333333333,16.9,34.3,7.72
11,Shapely,Dec,Juvenile,43,2.3,4,0.3,Immature,0.3333333333,Exposed,6,0.3333333333,16.9,34.3,7.72
11,Shapely,Dec,Juvenile,68,3,7,0.4,Immature,0.3333333333,Exposed,6,0.3333333333,16.9,34.3,7.72
12,Shapely,Dec,Juvenile,49,2.5,4,0.3,Immature,0.25,Exposed,4,0.5,16.9,34.3,7.72
12,Malformed,Dec,Adult,75,3,2,0.4,Fertile,0.25,Exposed,4,0.5,16.9,34.3,7.72
12,Shapely,Dec,Recruit,42,2.6,5,0.2,Immature,0.25,Exposed,4,0.5,16.9,34.3,7.72
12,Malformed,Dec,Juvenile,80,4.4,13,0.3,Immature,0.25,Exposed,4,0.5,16.9,34.3,7.72
13,Malformed,Dec,Adult,190,13,2,1,Immature,0.3,Exposed,10,0.9,16.9,34.3,7.72
13,Malformed,Dec,Adult,270,11,14,1.4,Fertile,0.3,Exposed,10,0.9,16.9,34.3,7.72
13,Malformed,Dec,Adult,220,9.4,15,0.7,Fertile,0.3,Exposed,10,0.9,16.9,34.3,7.72
13,Malformed,Dec,Adult,54,11.4,6,0.7,Immature,0.3,Exposed,10,0.9,16.9,34.3,7.72
13,Malformed,Dec,Adult,52,4.5,5,1,Immature,0.3,Exposed,10,0.9,16.9,34.3,7.72
13,Malformed,Dec,Adult,89,5,15,1.2,Immature,0.3,Exposed,10,0.9,16.9,34.3,7.72
13,Shapely,Dec,Adult,89,3.4,8,0.7,Immature,0.3,Exposed,10,0.9,16.9,34.3,7.72
13,Malformed,Dec,Adult,150,10.4,18,1.3,Fertile,0.3,Exposed,10,0.9,16.9,34.3,7.72
13,Malformed,Dec,Adult,160,7,7,1.3,Immature,0.3,Exposed,10,0.9,16.9,34.3,7.72
13,Malformed,Dec,Adult,91,4.6,7,0.7,Immature,0.3,Exposed,10,0.9,16.9,34.3,7.72
1,Malformed,Jan,Adult,104,11,7,0.8,Immature,0,Semi-exposed,6,0.8333333333,17.6,33,7.98
1,Malformed,Jan,Adult,139,8,25,0.6,Immature,0,Semi-exposed,6,0.8333333333,17.6,33,7.98
1,Malformed,Jan,Adult,150,6,9,0.6,Immature,0,Semi-exposed,6,0.8333333333,17.6,33,7.98
1,Malformed,Jan,Adult,144,6,1,0.5,Immature,0,Semi-exposed,6,0.8333333333,17.6,33,7.98
1,Malformed,Jan,Adult,150,7,11,0.5,Immature,0,Semi-exposed,6,0.8333333333,17.6,33,7.98
1,Shapely,Jan,Recruit,29,2.5,6,0.2,Immature,0,Semi-exposed,6,0.8333333333,17.6,33,7.98
2,Shapely,Jan,Recruit,26,1.2,8,0.1,Immature,0.1666666667,Semi-exposed,6,0.8333333333,17.6,33,7.98
2,Malformed,Jan,Adult,91,13.3,41,0.6,Immature,0.1666666667,Semi-exposed,6,0.8333333333,17.6,33,7.98
2,Malformed,Jan,Adult,112,8,28,0.7,Immature,0.1666666667,Semi-exposed,6,0.8333333333,17.6,33,7.98
2,Malformed,Jan,Juvenile,97,6,10,0.5,Fertile,0.1666666667,Semi-exposed,6,0.8333333333,17.6,33,7.98
2,Malformed,Jan,Juvenile,96,6,11,0.5,Immature,0.1666666667,Semi-exposed,6,0.8333333333,17.6,33,7.98
2,Malformed,Jan,Adult,114,9.8,15,0.7,Immature,0.1666666667,Semi-exposed,6,0.8333333333,17.6,33,7.98
3,Malformed,Jan,Adult,150,12,35,0.5,Fertile,1,Semi-exposed,1,1,17.6,33,7.98
5,Malformed,Jan,Adult,41,7,12,1,Immature,0,Exposed,5,1,17.6,33,7.98
5,Malformed,Jan,Adult,300,8,6,0.8,Immature,0,Exposed,5,1,17.6,33,7.98
5,Malformed,Jan,Adult,160,9,11,1,Immature,0,Exposed,5,1,17.6,33,7.98
5,Malformed,Jan,Juvenile,55,3,8,0.3,Immature,0,Exposed,5,1,17.6,33,7.98
5,Malformed,Jan,Adult,128,6,20,1,Immature,0,Exposed,5,1,17.6,33,7.98
6,Malformed,Jan,Adult,150,13,6,1,Immature,0,Exposed,3,1,17.6,33,7.98
6,Malformed,Jan,Adult,78,6,13,1.4,Immature,0,Exposed,3,1,17.6,33,7.98
6,Malformed,Jan,Adult,150,7.5,12,1.5,Immature,0,Exposed,3,1,17.6,33,7.98
7,Malformed,Jan,Juvenile,80,4,11,0.6,Immature,0.25,Exposed,4,1,17.6,33,7.98
7,Malformed,Jan,Adult,210,13,4,1,Fertile,0.25,Exposed,4,1,17.6,33,7.98
7,Malformed,Jan,Adult,160,15,6,1,Immature,0.25,Exposed,4,1,17.6,33,7.98
7,Malformed,Jan,Adult,150,9,13,0.6,Immature,0.25,Exposed,4,1,17.6,33,7.98
8,Malformed,Jan,Juvenile,72,3,8,0.3,Immature,0,Exposed,5,0.8,17.6,33,7.98
8,Shapely,Jan,Juvenile,85,5,6,0.5,Immature,0,Exposed,5,0.8,17.6,33,7.98
8,Malformed,Jan,Juvenile,90,5,4,0.6,Immature,0,Exposed,5,0.8,17.6,33,7.98
8,Malformed,Jan,Adult,270,13,13,1.2,Immature,0,Exposed,5,0.8,17.6,33,7.98
8,Malformed,Jan,Adult,120,12,15,1.2,Immature,0,Exposed,5,0.8,17.6,33,7.98
9,Shapely,Jan,Recruit,31,1,11,0.1,Immature,0,Exposed,8,0.5,17.6,33,7.98
9,Shapely,Jan,Recruit,26,1.5,4,0.1,Immature,0,Exposed,8,0.5,17.6,33,7.98
9,Malformed,Jan,Juvenile,104,5,14,0.3,Immature,0,Exposed,8,0.5,17.6,33,7.98
9,Malformed,Jan,Juvenile,113,6,11,0.6,Immature,0,Exposed,8,0.5,17.6,33,7.98
9,Shapely,Jan,Juvenile,55,1,7,0.4,Immature,0,Exposed,8,0.5,17.6,33,7.98
9,Malformed,Jan,Juvenile,121,7,5,1,Immature,0,Exposed,8,0.5,17.6,33,7.98
9,Malformed,Jan,Juvenile,81,4,11,0.4,Immature,0,Exposed,8,0.5,17.6,33,7.98
9,Shapely,Jan,Recruit,10,0.4,7,0.1,Immature,0,Exposed,8,0.5,17.6,33,7.98
10,Malformed,Jan,Juvenile,82,8,5,0.4,Immature,0.2222222222,Exposed,9,0.4444444444,17.6,33,7.98
10,Malformed,Jan,Juvenile,49,3,8,0.1,Immature,0.2222222222,Exposed,9,0.4444444444,17.6,33,7.98
